	date	lat [deg]	wlong [deg]	Moon S3 [deg]	spot brightness [kR]	local background [kR]
0	2022-10-01T19:02:08	52.11772554619809	164.02891560809104	160.73205050953507	162.33929951055757	18.8085994720459
1	2022-10-01T19:02:18	51.8750509661818	163.91231906238957	160.82090730452637	151.8593423666081	10.0
2	2022-10-01T19:02:28	52.09437051137528	164.1044469092417	160.9097640978329	139.15400043809169	13.06006908416748
3	2022-10-01T19:02:38	52.098652182444894	163.99137258754024	160.9986208830753	141.51954925422837	21.68393325805664
4	2022-10-01T19:02:48	52.092008706178355	164.12604253640853	161.08747766664698	141.63387530022896	11.217577934265137
5	2022-10-01T19:02:58	52.10955098877719	164.1999058261926	161.1763344445279	134.4531237658034	10.0
6	2022-10-01T19:03:08	52.104191203194425	164.2703629562496	161.26519121825078	93.34758401588546	24.648786544799805
7	2022-10-01T19:03:18	52.10526978558973	164.28525902534426	161.35404798560512	97.63146983676542	21.804548263549805
8	2022-10-01T19:03:28	52.098750202273635	164.30309022860214	161.44290475117498	116.63409262395896	18.8403377532959
9	2022-10-01T19:03:38	51.89506974169831	164.2767633453612	161.5317615120577	116.68541514797683	27.85801887512207
10	2022-10-01T19:03:48	0.0	0.0	161.62061826714304	0.0	0.0
11	2022-10-01T19:03:58	52.09494057069893	164.75378136700556	161.70947502060676	115.78628918831257	19.79251480102539
12	2022-10-01T19:04:08	52.037985382276716	164.52534485904943	161.79833176857065	120.08464858338853	10.0
13	2022-10-01T19:04:18	52.04839110922617	164.50767238823093	161.88718851145015	100.61236372975682	19.774642944335938
14	2022-10-01T19:04:28	51.865174891836894	164.53199153180947	161.97604524967775	64.06883293331592	27.775381088256836
15	2022-10-01T19:04:38	52.094802279791644	164.7286416662108	162.064901985478	105.7690894066163	13.368975639343262
16	2022-10-01T19:04:48	52.080255101533616	164.84650270793213	162.15375871483104	89.52438880652332	23.190129280090332
17	2022-10-01T19:04:58	0.0	0.0	162.2426154410789	0.0	0.0
18	2022-10-01T19:05:08	52.12103578171433	164.9508341472771	162.3314721632531	68.2779132803776	31.16239356994629
19	2022-10-01T19:05:18	52.12418869995027	164.94194085171483	162.42032888066854	102.44104574671786	19.9156436920166
20	2022-10-01T19:05:28	52.12795480018988	164.92514513368877	162.50918559249877	115.72158735121644	28.26231575012207
21	2022-10-01T19:05:38	52.111478383161796	164.9326669483174	162.59804230194388	93.3132823701079	34.428558349609375
22	2022-10-01T19:05:48	51.891288114144686	164.83643993554594	162.68689900512567	88.62715595728453	35.13916778564453
23	2022-10-01T19:05:58	52.10031774128731	164.89809587110813	162.7757557051028	100.74679594366314	10.0
24	2022-10-01T19:06:08	52.12126184443481	165.02682154860716	162.86461240119024	86.45070370034439	10.0
25	2022-10-01T19:06:18	52.12925224220481	165.02242288115818	162.95346909020185	90.20256644847869	19.896692276000977
26	2022-10-01T19:06:28	52.32166248137377	165.11003318318816	163.04232577602966	102.1167184096826	20.003536224365234
27	2022-10-01T19:06:38	0.0	0.0	163.13118245715523	0.0	0.0
28	2022-10-01T19:06:48	51.87469707864774	165.16275324182263	163.22003913441935	82.99365586098803	13.215230941772461
29	2022-10-01T19:06:58	52.126893132754915	165.13447141877876	163.30889580699514	93.12496148014252	16.812254905700684
30	2022-10-01T19:07:08	52.10848933343642	165.05450668753375	163.3977524733642	110.3550883432279	10.0
31	2022-10-01T19:07:18	52.114505614860356	165.1781519117366	163.4866091350591	138.46621152749316	14.904248237609863
32	2022-10-01T19:07:28	52.099768538055	165.29196192226766	163.57546579292057	136.640159300931	12.066229820251465
33	2022-10-01T19:07:38	52.10676108738698	165.31569373311766	163.66432244543023	139.98282121749526	24.44795799255371
34	2022-10-01T19:07:48	52.31920132410399	165.50232229604688	163.75317909328695	130.89946454664394	22.79510498046875
35	2022-10-01T19:07:58	52.320052974079275	165.47277477916126	163.84203573483018	137.850851417671	29.21202278137207
36	2022-10-01T19:08:08	52.306734853047416	165.49424862401898	163.93089237187633	143.98226373487014	26.18614387512207
37	2022-10-01T19:08:18	0.0	0.0	164.01974900526633	0.0	0.0
38	2022-10-01T19:08:28	0.0	0.0	164.10860563153037	0.0	0.0
39	2022-10-01T19:08:38	52.069973620217404	165.64325825074806	164.19746225331843	127.42107981699641	26.59674835205078
40	2022-10-01T19:08:48	52.073884459631444	165.64085420382622	164.28631886897034	124.83486084379521	17.39282989501953
41	2022-10-01T19:08:58	52.07371590020694	165.68480725334376	164.37517547863484	177.7014111083898	10.0
42	2022-10-01T19:09:08	52.09058952938145	165.7519981567767	164.4640320845365	166.42623606118227	12.705123901367188
43	2022-10-01T19:09:18	52.123966483190415	165.94075810641263	164.5528886826556	140.23555132189833	22.069477081298828
44	2022-10-01T19:09:28	52.35643400459098	165.98571372352936	164.64174527647612	86.86012732299218	28.904640197753906
45	2022-10-01T19:09:38	52.057466372196835	165.77262141438268	164.73060186488755	113.77424636583578	18.757741928100586
46	2022-10-01T19:09:48	52.111211596047184	165.93935239169923	164.81945844582117	136.93013709804887	10.0
47	2022-10-01T19:09:58	52.32922683140033	165.9598972177607	164.90831501983425	125.46667017897124	10.231194972991943
48	2022-10-01T19:10:08	52.327480534630396	166.03559503535843	164.99717159026892	159.6226304346462	18.98973274230957
49	2022-10-01T19:10:18	52.12034436979779	166.0440619484756	165.08602815310513	160.8469097993852	30.638092041015625
50	2022-10-01T19:10:28	52.123338687291415	166.1627054129055	165.17488470849204	159.49373100854464	31.330585479736328
51	2022-10-01T19:10:38	52.11866854115619	166.00718764249154	165.2637412586542	107.9420975620656	27.825733184814453
52	2022-10-01T19:10:48	52.101073924799614	166.0026222945162	165.3525978020729	72.9819079727387	36.18939971923828
53	2022-10-01T19:10:58	52.09478737028286	166.24271597962917	165.44145433875536	64.87389914185911	18.517253875732422
54	2022-10-01T19:11:08	52.097485259025156	166.27691147324484	165.5303108696843	84.32320388749301	10.0
55	2022-10-01T19:11:18	52.10639077516379	166.23902418502772	165.61916739222366	101.66165719603251	10.0
56	2022-10-01T19:11:28	52.30298837794387	166.42337196627363	165.70802390652221	109.40187817293571	16.878530502319336
57	2022-10-01T19:11:38	52.29025188638282	166.41726051220272	165.79688041661416	104.39045361035338	30.885784149169922
58	2022-10-01T19:11:48	52.334083848982566	166.39567442874363	165.8857369176459	75.7053360617046	32.4603271484375
59	2022-10-01T19:11:58	0.0	0.0	165.9745934106	0.0	0.0
60	2022-10-01T19:12:08	52.080735205365286	166.4279944872431	166.06344989686747	75.25016489627465	32.86984634399414
61	2022-10-01T19:12:18	52.29855413084277	166.51595202063402	166.15230637492968	129.17191117471782	15.69930362701416
62	2022-10-01T19:12:28	52.119844689034686	166.66739989894396	166.24116284493562	80.04313549323219	27.821887969970703
63	2022-10-01T19:12:38	52.065401493872336	166.4604646362543	166.33001930925178	105.58256750134002	23.111263275146484
64	2022-10-01T19:12:48	52.09605322575738	166.48267825616693	166.4188757630246	110.07336393790114	32.4359245300293
65	2022-10-01T19:12:58	52.31448147256183	166.64825243723308	166.50773220709493	105.35463799458651	48.78599548339844
66	2022-10-01T19:13:08	52.10828299192352	166.69756269464455	166.59658864480477	100.37491994033907	35.440460205078125
67	2022-10-01T19:13:18	52.09353816466214	166.75139311703066	166.68544507282638	108.5442463176385	20.892229080200195
68	2022-10-01T19:13:28	52.101108977120866	166.79121838212714	166.77430149283435	139.7043137079837	10.0
69	2022-10-01T19:13:38	52.12762495635518	166.8086498879999	166.86315790483567	118.34428948797121	11.918142318725586
70	2022-10-01T19:13:48	52.143212147528345	166.85891821440674	166.95201430481055	115.2133206457305	20.93199348449707
71	2022-10-01T19:13:58	52.350822266617186	166.89897945477145	167.04087069860253	120.2941914146404	10.0
72	2022-10-01T19:14:08	52.114602079683245	166.8886907323218	167.1297270827416	110.24086683008815	27.945798873901367
73	2022-10-01T19:14:18	52.350679702229115	166.97895632406593	167.21858345418374	123.14150710543484	23.579286575317383
74	2022-10-01T19:14:28	52.14645323246357	167.05644097905542	167.30743981946426	113.46140810281739	27.028200149536133
